4,4,4,4,4,9,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3
6,7,7,8,4,9,4,6,7,7,8,3,4,4,6,7,7,7,7,7,7,7,7,7,7,7,7,8,3,9,9,3,6,7,7,7,7,7,7,7,7,7,7,8
7,7,7,7,7,2,7,7,7,7,7,3,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7
1,0,0,0,0,5,0,0,0,0,1,3,4,4,1,5,5,5,5,5,5,5,1,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,5,5,5,0,0,0,1,3,3,4,1,5,5,5,5,5,5,5,1,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,5,5,5,0,0,0,1,3,3,4,1,5,5,5,5,5,5,5,1,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,5,5,5,0,0,0,1,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,5,5,5,0,0,0,1,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,5,5,5,0,0,0,1,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,5,5,5,0,0,0,1,3,4,4,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1
1,0,0,0,5,5,5,0,0,0,1,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,0,0,0,5,5,5,0,0,0,1,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,0,0,0,5,5,5,0,0,0,1,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,0,0,0,5,5,5,0,0,0,1,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,0,0,0,5,5,5,0,0,0,1,3,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,0,0,0,5,5,5,0,0,0,1,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,0,0,0,5,5,5,0,0,0,1,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,0,0,0,5,5,5,0,0,0,1,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,0,0,0,5,5,5,0,0,0,1,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,1,1,1,4,4,3,1,1,1,1,3,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,4,4,4,4,4,4,4,4,4,1,3,3,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,4,4,4,4,4,4,4,4,4,1,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,4,4,4,4,4,4,4,4,4,1,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,4,4,4,4,4,4,4,4,4,1,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,4,4,4,4,4,4,4,4,4,1,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,4,4,4,4,4,4,4,4,4,1,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1
1,4,4,4,4,4,4,4,4,4,1,3,4,4,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,1
1,4,4,4,4,4,4,4,4,4,1,3,4,4,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,1
1,4,4,4,4,4,4,4,4,4,1,3,3,4,1,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,1
1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
